,sentence_id,article_id,article_text,published_time,sentiment,NER,topic_id,topic_representation
1228,009-019,009,"The administration of South Korea President Yoon Suk-yeol has been making efforts to strike a balance between the major powers, but the overall trend of its diplomacy appears to be further enhancing the South Korea-US alliance, some observers said.",2022-08-21,negative,"{'South Korea': ('LOC', 2), 'Yoon Suk': ('PER', 1), 'yeol': ('PER', 1), 'US': ('MISC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1229,009-020,009,"Tying itself to the US' Indo-Pacific Strategy is clearly not in line with the realistic interests of South Korea, despite US ramping up its coercive efforts to push the country to ""take sides"" and trying to expand NATO to the Asia region, experts noted.",2022-08-21,positive,"{'US': ('LOC', 2), 'South Korea': ('LOC', 1), 'Asia': ('LOC', 1), 'Indo - Pacific Strategy': ('MISC', 1), 'NATO': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
198,010-000,010,"UN Secretary-General Antonio Guterres visited Istanbul, Turkey, on Saturday and inspected the efforts of the Joint Coordination Center (JCC) in bringing Ukraine grain to international markets.",2022-08-21,neutral,"{'UN': ('ORG', 1), 'Joint Coordination Center': ('ORG', 1), 'JCC': ('ORG', 1), 'Antonio Guterres': ('PER', 1), 'Istanbul': ('LOC', 1), 'Turkey': ('LOC', 1), 'Ukraine': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
199,010-001,010,The UN chief visited the JCC teams who were inspecting a vessel anchored at the Marmara Sea and received a briefing about the inspection process.,2022-08-21,neutral,"{'UN': ('ORG', 1), 'JCC': ('ORG', 1), 'Marmara Sea': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
200,010-002,010,"""Getting more food and fertilizers out of Ukraine and Russia is critical to further calm commodity markets and lower prices for consumers,"" said Guterres while addressing the JCC personnel and media at the JCC center.",2022-08-21,negative,"{'Ukraine': ('LOC', 1), 'Russia': ('LOC', 1), 'Guterres': ('PER', 1), 'JCC': ('ORG', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
201,010-003,010,"""And the other part of this package deal is the unimpeded access to the global markets of Russia food and fertilizer, which are not subject to sanctions,"" Guterres added, hinting at the possible start of the exports from Russia, which was agreed upon but not yet implemented.",2022-08-21,positive,"{'Russia': ('LOC', 2), 'Guterres': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
202,010-004,010,"Together, Russia and Ukraine account for a vast amount of the world's exported grains and fertilizers.",2022-08-21,neutral,"{'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
203,010-005,010,"Following a landmark deal signed respectively by Russia and Ukraine with Turkey under the UN auspices in July, the first grain-laden ship from Ukraine passed through Istanbul's Bosphorus Strait on August 3.Up till now, 43 ships with more than 600,000 tons of cargo-carrying capacity have been authorized to join the efforts to transport Ukraine grain, according to the data by the JCC.As the food prices soared all over the globe, the successful start of the deal came as a big relief to many countries that depend on Russia and Ukraine exports.",2022-08-21,positive,"{'Russia': ('LOC', 2), 'Ukraine': ('LOC', 4), 'Turkey': ('LOC', 1), 'Istanbul': ('LOC', 1), 'Bosphorus Strait': ('LOC', 1), 'UN': ('ORG', 1), 'JCC': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
204,010-006,010,"Guterres thanked all parties involved in the deal, stressing the importance of cooperation.",2022-08-21,positive,"{'Guterres': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1230,011-000,011,Some major Germany media outlets have voiced concern over the Germany Air Force participating in Exercise Pitch Black for the first time.,2022-08-21,neutral,"{'Germany': ('LOC', 1), 'Germany Air Forceercise Pitch Black': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1231,011-001,011,"They warned that Berlin is joining an anti-China alliance in the Indo-Pacific, which in the long term will affect its trade relations with Beijing.",2022-08-21,negative,"{'Berlin': ('LOC', 1), 'China': ('LOC', 1), 'Indo - Pacific': ('LOC', 1), 'Beijing': ('LOC', 1), 'anti': ('MISC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1232,011-002,011,China experts consider such rational voices as a reflection of the mainstream attitude toward China that representatives from business and political sectors shared in Germany. ,2022-08-21,positive,"{'China': ('LOC', 2), 'Germany': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1233,011-003,011,"However, while Germany's Chancellor Olaf Scholz cautiously strikes a balance between major powers, the increasing military presence of Germany in the Indo-Pacific showed the divergences inside the Germany government, sending out a ""chaotic signal"" on its China policy, some experts said.",2022-08-21,negative,"{'Germany': ('LOC', 3), 'Indo - Pacific': ('LOC', 1), 'China': ('LOC', 1), 'Olaf Scholz': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1234,011-004,011,"They also believe that such ambiguity reflects Berlin's struggles in coming up with a balanced adjustment in its relations with Beijing as the Germany government has to take more factors into account, including the Ukraine crisis, China's relations with Russia and tensions in the Taiwan Straits. ",2022-08-21,negative,"{'Berlin': ('LOC', 1), 'Beijing': ('LOC', 1), 'Germany': ('LOC', 1), 'Ukraine': ('LOC', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1), 'Taiwan Straits': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1235,011-005,011,"Exercise Pitch Black, a military drill involving the US, Australia and 15 other countries, reportedly started on Friday with the US' purpose being to pull more countries into an anti-China united frontline and show the ""unity"" of the West to pressure China over the Taiwan question.",2022-08-21,positive,"{'##cise Pitch Black': ('MISC', 1), 'anti': ('MISC', 1), 'China': ('MISC', 2), 'US': ('LOC', 2), 'Australia': ('LOC', 1), 'West': ('LOC', 1), 'Taiwan': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1236,011-006,011,"With its first large presence, the Germany Air Force (Luftwaffe) wants to demonstrate its strength against China in the Indo-Pacific, Germany national daily newspaper Die Welt said in an article recently, saying that this is honorable but Germany is not  US, and a ""thumbling should not think himself as a giant.",2022-08-21,positive,"{'Germany Air Force': ('ORG', 1), 'Luftwaffe': ('ORG', 1), 'Die Welt': ('ORG', 1), 'China': ('LOC', 1), 'Indo - Pacific': ('LOC', 1), 'Germany': ('LOC', 2), 'US': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1237,011-007,011,""" Another Germany media outlet, the Frankfurter Allgemeine Zeitung, said in a recent article that the Luftwaffe's excursion to the Indo-Pacific signals Germany's readiness for military engagement in probably the most important region of the world, geopolitically, but the newspaper also warned that ""Germany is too weak militarily.",2022-08-21,negative,"{'Germany': ('LOC', 3), 'Indo - Pacific': ('LOC', 1), 'Frankfurter Allgemeine Zeitung': ('ORG', 1), 'Luftwaffe': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1238,011-008,011,""" Germany is sending 13 military aircraft to join the exercises in Australia, with six Eurofighters, three A330 tankers and four A400M transporters taking off from Germany.",2022-08-21,positive,"{'Germany': ('LOC', 2), 'Australia': ('LOC', 1), 'Eurofighter': ('MISC', 1), 'A330': ('MISC', 1), 'A400M': ('MISC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1565,011-009,011,"Germany air force chief Ingo Gerhartz was quoted as saying in media reports that the jets will ""barely touch"" the China Sea and will not pass through the Taiwan Straits.",2022-08-21,neutral,"{'Germany': ('LOC', 1), 'China Sea': ('LOC', 1), 'Taiwan Straits': ('LOC', 1), 'Ingo Gerhartz': ('PER', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1566,011-010,011,"It is not necessary for Germany to hype the China Sea or the Taiwan question if it is just a routine military exercise, Cui Hongjian, director of the Department of EU Studies at the China Institute of International Studies, told the Global Times on Sunday.",2022-08-21,neutral,"{'Germany': ('LOC', 1), 'China Sea': ('LOC', 1), 'Taiwan': ('LOC', 1), 'Cui Hongjian': ('PER', 1), 'Department of EU Studies': ('ORG', 1), 'China Institute of International Studies': ('ORG', 1), 'Global Times': ('ORG', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
205,011-011,011,"""We appear to take any military actions related to the US surrounding China now as moves targeting US.",2022-08-21,neutral,"{'US': ('LOC', 2), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1239,011-012,011,"If Germany and China don't communicate well on the matter, it will increase risks of miscalculation,"" Cui warned. ",2022-08-21,negative,"{'Germany': ('LOC', 1), 'China': ('LOC', 1), 'Cui': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1240,011-013,011,"Some China experts believe that Germany's policy toward China, especially under the Scholz administration, has continued the tradition of the Merkel era, and has been adjusting and redefining the policy at the same time with differences in rhetoric adopted by the Germany chancellery, foreign ministry and the Bundeswehr, a catch-all term in Germany, incorporating the army, navy and air force.",2022-08-21,neutral,"{'China': ('LOC', 2), 'Germany': ('LOC', 3), 'Scholz': ('PER', 1), 'Merkel': ('PER', 1), 'Bundeswehr': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1241,011-014,011,"""Even if Germany leans toward the US on some China-related matters, I believe it would be just symbolic,"" Jiang Feng, a research fellow at Shanghai International Studies University, told the Global Times on Sunday. ",2022-08-21,neutral,"{'Germany': ('LOC', 1), 'US': ('LOC', 1), 'China': ('MISC', 1), 'Jiang Feng': ('PER', 1), 'Shanghai International Studies University': ('ORG', 1), 'Global Times': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
206,011-015,011,"As now the US takes the rise of China as the biggest ""threat,"" voices in EU are echoing the claims.",2022-08-21,negative,"{'US': ('LOC', 1), 'China': ('LOC', 1), 'EU': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
207,011-016,011,"For example, Germany foreign minister Annalena Baerbock also cited China as a ""threat,"" Jiang said.",2022-08-21,negative,"{'Germany': ('LOC', 1), 'China': ('LOC', 1), 'Annalena Baerbock': ('PER', 1), 'Jiang': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1242,011-017,011,"But Germany understands clearly that it is crucially important to maintain China as a strategic partner for Germany's strategic and economic interests, so Berlin's China policy will be fundamentally different from that of US, Jiang noted.",2022-08-21,positive,"{'Germany': ('LOC', 2), 'China': ('LOC', 2), 'Berlin': ('LOC', 1), 'US': ('LOC', 1), 'Jiang': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1243,011-018,011,"The Germany economy became more dependent on China in the first half of 2022, with direct investment and its trade deficit reaching new heights, despite political pressure on Berlin to pivot away from Beijing, Reuters reported on Friday, citing a study from the Germany Economic Institute. ",2022-08-21,neutral,"{'Germany': ('LOC', 1), 'China': ('LOC', 1), 'Berlin': ('LOC', 1), 'Beijing': ('LOC', 1), 'Reuters': ('ORG', 1), 'Germany Economic Institute': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1244,011-019,011,"Still, the Germany air force tried to play down the connection between the military exercise with US strategy of containing China in the region, as Gerhartz was quoted as saying in the media reports that ""I don't think we are sending any threatening message toward China by flying to an exercise in Australia.",2022-08-21,negative,"{'Germany': ('LOC', 1), 'China': ('LOC', 2), 'Australia': ('LOC', 1), 'US': ('MISC', 1), 'Gerhartz': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1245,011-020,011,""" ""From the later stage of the Merkel administration, there have been contradictions between the Germany military and the government, forming a chaotic signal.",2022-08-21,negative,"{'Merkel': ('PER', 1), 'Germany': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1246,011-021,011,"If Germany intentionally emphasizes its presence from now on in the Indo-Pacific region, it may lead the country to an unbalanced status,"" Cui said. ",2022-08-21,neutral,"{'Germany': ('LOC', 1), 'Indo - Pacific': ('LOC', 1), 'Cui': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1247,011-022,011,"The Germany Navy frigate Bayern crossed the China Sea in December 2021 with the hype of West media outlets, emphasizing that this was the first time a Germany warship has entered the China Sea in the past 20 years.",2022-08-21,negative,"{'Germany Navy': ('ORG', 1), 'Bayern': ('ORG', 1), 'China Sea': ('LOC', 2), 'West': ('LOC', 1), 'Germany': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
208,011-023,011,"""Against the backdrop of the Ukraine crisis, when Germany adjusts its policy toward China, it has to consider more factors such as China-Russia relations, EU-Russia relations and China's relations with its neighboring countries.",2022-08-21,negative,"{'Ukraine': ('LOC', 1), 'Germany': ('LOC', 1), 'China': ('LOC', 3), 'Russia': ('LOC', 2), 'EU': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
209,011-024,011,"Previously, it only took China-US relations into account,"" Cui said. ",2022-08-21,neutral,"{'China': ('MISC', 1), 'US': ('LOC', 1), 'Cui': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1248,011-025,011,"Germany is reviewing its strategy on China and will make the new posture public sometime in 2023, according to earlier media reports.",2022-08-21,neutral,"{'Germany': ('LOC', 1), 'China': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1249,011-026,011,"Some experts also believe that compared to its relations with China previously established on trade and economic ties, future Germany-China relations will underscore some security concerns, seeking a new balance in a changing geopolitical landscape.",2022-08-21,positive,"{'China': ('LOC', 2), 'Germany': ('MISC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
210,012-000,012, China  on Thursday held virtual discussions with Africa leaders in the 8th Ministerial Conference of the Forum on China-Africa Cooperation (FOCAC) against the backdrop of a complex and volatile international environment and the ongoing COVID-19 pandemic. ,2022-08-18,neutral,"{'China': ('LOC', 1), 'Africa': ('LOC', 1), 'Conference': ('MISC', 1), 'COVID - 19': ('MISC', 1), 'Forum on China - Africa Cooperation': ('ORG', 1), 'FOCAC': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
211,012-001,012,"China-Africa cooperation is based on concrete measures and projects, yielding tangible benefits, and the strong partnership is common interest-oriented and won't be shaken by US attempts to sow discord, analysts said. ",2022-08-18,positive,"{'China': ('MISC', 1), 'Africa': ('LOC', 1), 'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
212,012-002,012,"Wang put out three consensus achieved during the meeting: all participants are committed to promoting the building of a China-Africa community with a shared future in the new era, to strengthening solidarity and cooperation among developing countries, and to continuing to Poland the ""golden brand"" of FOCAC.While announcing Wang Yi's attendance at the Thursday meeting, China Foreign Ministry spokesperson Wang Wenbin said at a Wednesday routine press briefing that both China and Africa find it necessary to hold the coordinators' meeting to strengthen coordination and planning, match their approaches to cooperation, identify priority areas and key projects and make steady and solid progress in the follow-up work so as to deliver more benefits to the two peoples. ",2022-08-18,positive,"{'Wang Yi': ('PER', 2), 'Wang Wenbin': ('PER', 2), 'China': ('LOC', 3), 'Africa': ('LOC', 2), 'Poland': ('LOC', 1), 'FOCAC': ('ORG', 1), 'Foreign Ministry': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
213,012-003,012,"China will continue to follow the principles of sincerity, real results, amity and good faith and the principle of pursuing the greater good and shared interests, and work with the Africa side to inject new impetus into the growth of the China-Africa comprehensive strategic and cooperative partnership, Wang Wenbin said.",2022-08-18,positive,"{'China': ('LOC', 2), 'Africa': ('LOC', 2), 'Wang Wenbin': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
214,012-004,012,"The coordinators' meeting is part of the FOCAC mechanism to check on follow-up work, but the attendance of a state councilor and foreign minister is uncommon, ""signaling the great importance China attaches to its relations and cooperation with Africa,"" Liu Haifang, director of the Center for Africa Studies at Peking University, told the Global Times on Thursday. ",2022-08-18,positive,"{'FOCAC': ('ORG', 1), 'Center for Africa Studies': ('ORG', 1), 'Peking University': ('ORG', 1), 'Global Times': ('ORG', 1), 'China': ('LOC', 1), 'Africa': ('LOC', 1), 'Liu Haifang': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
215,012-005,012,"The FOCAC is not just a forum, but also includes a large amount of coordination and communication through various meetings and channels, which guarantees that bilateral cooperation will advance steadily and robustly.  ",2022-08-18,neutral,"{'FOCAC': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
216,012-006,012,The foundation of China-Africa cooperation is solid and well fostered over many decades and Africa has been the destination of the China foreign minister's first foreign visit in a year for 32 consecutive years. ,2022-08-18,positive,"{'China': ('MISC', 2), 'Africa': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
217,012-007,012,"Trade between China and Africa reached an all-time high in 2021 of $254 billion, from about $10 billion in 2000, according to Xinhua News Agency. ",2022-08-18,positive,"{'China': ('LOC', 1), 'Africa': ('LOC', 1), 'Xinhua News Agency': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
218,012-008,012,"Liu also noted that through COVID-19 pandemic and Russia-Ukraine conflicts, Africa countries have increasingly realized that direct aid is not resilient against major global challenges and the continent is striving to find internal driving forces for development.",2022-08-18,negative,"{'Liu': ('PER', 1), 'COVID - 19': ('MISC', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Africa': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
219,012-009,012,"The potential of China-Africa cooperation can therefore be better explored and diverse programs on infrastructure and industrial production are expected to prosper, Liu said. ",2022-08-18,positive,"{'China': ('MISC', 1), 'Africa': ('LOC', 1), 'Liu': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1250,012-010,012,"Against the backdrop of China-US competition and the Ukraine crisis, Antony Blinken visited South Africa, the Democratic Republic of Congo and Rwanda from August 7-12, on the heels of Russia Foreign Minister Sergey Lavrov's tour to the continent. ",2022-08-18,negative,"{'China': ('MISC', 1), 'US': ('MISC', 1), 'Ukraine': ('LOC', 1), 'South Africa': ('LOC', 1), 'Democratic Republic of Congo': ('LOC', 1), 'Rwanda': ('LOC', 1), 'Russia': ('LOC', 1), 'Antony Blinken': ('PER', 1), 'Sergey Lavrov': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
220,012-011,012,"China never sees investment and cooperation with Africa as an exclusive opportunity, because ""the continent is big enough to receive global partners.""",2022-08-18,positive,"{'China': ('LOC', 1), 'Africa': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
221,012-012,012,"However, the US' true purpose behind its sudden interest in a continent US has long ignored is all too apparent.",2022-08-18,positive,"{'US': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
222,012-013,012,"""We're",2022-08-18,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1251,012-014,012,"back to Cold War-style strategic diplomacy,"" in which superpowers try to convince Africa countries that their narrative is the right one, and vie for their support, The New York Times reported on August 7. ",2022-08-18,positive,"{'Cold War': ('MISC', 1), 'Africa': ('LOC', 1), 'The New York Times': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1252,012-015,012,"Africa suffered a great deal from colonialism and West hegemony, and has seen through US' strategic calculations.",2022-08-18,positive,"{'Africa': ('LOC', 1), 'US': ('LOC', 1), 'West': ('MISC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
223,012-016,012,"Fulufhelo Netswera, Executive Dean of the Faculty of Management Sciences at the Durban University of Technology and a former director of the South Africa BRICS Think Tank, wrote in an opinion piece that the US has little chance of success in creating a wedge between China and Africa. ",2022-08-18,positive,"{'Fulufhelo Netswera': ('PER', 1), 'Faculty of Management Sciences': ('ORG', 1), 'Durban University of Technology': ('ORG', 1), 'BRICS Think Tank': ('ORG', 1), 'South Africa': ('LOC', 2), 'US': ('LOC', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
224,012-017,012,"With its Cold War memory still fresh, Africa states won't be fooled by the West and are taking an independent and pragmatic approach in dealing with major powers.",2022-08-18,negative,"{'Cold War': ('MISC', 1), 'Africa': ('LOC', 1), 'West': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1253,012-018,012,"Though the influence of their colonial past remains strong, especially on security, Africa states are fighting for greater autonomy, experts said.",2022-08-18,positive,"{'Africa': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
225,013-000,013,How to evaluate the strength of a major power?,2022-08-18,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
226,013-001,013,To see its attitude toward its opponents.,2022-08-18,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
227,013-002,013,"In his press briefing on Wednesday, US State Department Spokesman Ned Price referred to China-Russia relationship as a ""burgeoning"" one, which is ""of concern"" because the vision they have for the international order is ""starkly at odds to the liberal vision"" and ""with the underpinnings of the international system that have been in place for some eight decades following the end of the Second World War.",2022-08-18,negative,"{'US State Department': ('ORG', 1), 'Ned Price': ('PER', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1), 'Second World War': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
228,013-003,013,"""The US concerns toward China and Russia are also reflected in the latest massive coverage in the West media about China sending troops to Russia to participate in the ""Vostok"" exercises, and the hype of the so-called threat from the two countries.",2022-08-18,negative,"{'US': ('LOC', 1), 'China': ('LOC', 2), 'Russia': ('LOC', 2), 'West': ('MISC', 1), 'Vostok': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
229,013-004,013,"A thief crying ""stop thief.""",2022-08-18,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
230,013-005,013,The US' concerns about the China-Russia relationship are the product of US' own strategic anxiety.,2022-08-18,negative,"{'US': ('LOC', 2), 'China': ('LOC', 1), 'Russia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
231,013-006,013,"US worries that the US-centered international order established after World War II would collapse, and the coordination between China and Russia in the security realm could offset US' influence in the international order the US has long dominated.",2022-08-18,negative,"{'US': ('LOC', 4), 'China': ('LOC', 1), 'Russia': ('LOC', 1), 'World War II': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
232,013-007,013,"US' strategic anxiety stems from the fact that the US is declining, said Zhang Tengjun, deputy director of the Department for Asia-Pacific Studies at the China Institute of International Studies.",2022-08-18,negative,"{'US': ('LOC', 2), 'Zhang Tengjun': ('PER', 1), 'Department for Asia - Pacific Studies': ('ORG', 1), 'China Institute of International Studies': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
233,013-008,013,"""The US maintains its strategic competition posture with China and Russia simultaneously in the directions of Ukraine and the Asia-Pacific.",2022-08-18,neutral,"{'US': ('LOC', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Asia': ('LOC', 1), 'Pacific': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
234,013-009,013,"Under such circumstances, if China and Russia get closer, it will affect US' deployment of resources in the two directions and hinder its efforts to dominate regional order.",2022-08-18,negative,"{'China': ('LOC', 1), 'Russia': ('LOC', 1), 'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
235,013-010,013,"But US' current strength does not allow it to focus on both,"" said Zhang.",2022-08-18,positive,"{'US': ('LOC', 1), 'Zhang': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
236,013-011,013,The mismatch of US' strength and its mentality of viewing itself as the world's No.1 is the root cause of the existing division and chaos of the world.,2022-08-18,negative,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
237,013-012,013,"Zhang held the view that the crux of the problem is not what China and Russia have done or not done, but whether the US and the West can overcome their fears and anxiety about their own decline.",2022-08-18,negative,"{'Zhang': ('PER', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1), 'US': ('LOC', 1), 'West': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
