Model,Sentence,Sentiment,published_time
VADER,"But now, most of them found that Biden's performance is disappointing as well.   ",negative,2022-01-19
VADER,"Biden is not a young and energetic leader, and his image is old and slow, and it seems that his political experience did help him a lot in overcoming challenges, and although he wants to fix some mistakes in fields like handling COVID-19 pandemic, the systemic problem of US democracy - endless partisan struggle - has chained him from making meaningful changes, and an effective political reform to fix this systemic problem is almost a ""mission impossible"" for any US president, said experts.",positive,2022-01-19
VADER,"On foreign affairs, Biden did make some changes such as the return to the Paris Agreement and to some extent the strengthened US ties with its allies.",positive,2022-01-19
VADER,"But the hasty pullout from Afghanistan has seriously damaged the image and credibility of the US, especially among countries that expected the US protection, analysts noted.",negative,2022-01-19
VADER,"They said that US tensions with China and Russia remain unchanged, and even getting more intense on the Ukraine issue and the Taiwan question. ",negative,2022-01-19
VADER,"To cure the illness of the US is not about changing presidents, it requires an in-depth political reform, and most observers believe that the Democrats might lose the midterm election this year, and the Biden administration could become a ""lame duck"" after the failure, and this would make China-US ties even more uncertain and complicated. ",negative,2022-01-19
VADER,Systemic problemOn domestic affairs,neutral,2022-01-19
VADER,", Biden has some accomplishments, such as the passage of a $1.9 trillion coronavirus relief package and a $1.2 trillion bipartisan infrastructure deal, but other challenges have overshadowed those feats: Perhaps most significantly, the fact that the COVID-19 pandemic has not subsided, ABC News reported. ",positive,2022-01-19
VADER,"Biden's first-year average approval rating was 48.9 percent, according to Gallup, which ranked lower than many other US presidents but remained higher than Trump. ",positive,2022-01-19
VADER,The main reason is that the US now faces a comprehensive general crisis.,negative,2022-01-19
VADER,"Even if Biden wants to do something, the Republicans will tie his hands up, Li Haidong, a professor at the Institute of International Relations of the China Foreign Affairs University, told the Global Times on Wednesday.",neutral,2022-01-19
VADER,The US economy is also fragile to support Biden's ambitions.,positive,2022-01-19
VADER,"The hollowing out of the economy and the long-existing insurmountable problems of the gaps between the rich and the poor are not something Biden can solve, Li said.",negative,2022-01-19
VADER,"Americans feel worse about the pandemic and the economy than they did earlier in Biden's term, and his ratings have suffered for it… they do not exclusively blame his policies, but they do demand more attention to inflation, said a report by CBS News on Sunday.",negative,2022-01-19
VADER,"Inflation is like ""quenching thirst with poison"" and the whole US economic system is relying on the easing of monetary policy amid the pandemic, and the problem is likely to cause another financial crisis, said some analysts. ",negative,2022-01-19
VADER,"On handling the pandemic, ""the epidemic control and prevention has been politicized in the US,"" said Diao Damin, an associate professor at Renmin University of China.",neutral,2022-01-19
VADER,"He noted that both Trump and Biden suffered from the similar problem during their terms, and ""Biden's logic of epidemic prevention is still driven by political factors, not entirely following scientific logic.",negative,2022-01-19
VADER,"""""For instance, as the epidemic situation remains uncontrolled, in order to please the public and serve political demands rather than prioritize people's lives and public health, Biden decided to reopen US borders in September 2021, and this has caused the high increase of cases,"" Diao remarked.",positive,2022-01-19
VADER,"Apart from fighting the pandemic and boosting the economy, Biden has also failed to ""heal"" or reunite a divided US society, said experts, because both Democrats and Republicans are benefiting from or relying on such a divided and polarized situation, and they want to maximize their political interests. 

",negative,2022-01-19
VADER,"Pro-Trump supporters storm the US Capitol following a rally with President Donald Trump on January 6, 2021 in Washington, DC.",positive,2022-01-19
VADER,Trump supporters gathered in the nation's capital to protest the ratification of President-elect Joe Biden's Electoral College victory over President Trump in the 2020 election.,positive,2022-01-19
VADER,"Photo: Samuel Corum/Getty Images/VCGForeign affairsThe hasty pullout of US soldiers from Afghanistan is the symbol of Biden's failing diplomacy, said many observers, as the US has showed that it's reluctant to keep its military presence and it doesn't want to be responsible for the mess it has created.",negative,2022-01-19
VADER,The US has strengthened its alliance system to contain both China and Russia.,positive,2022-01-19
VADER,"But the AUKUS nuclear submarine deal that the US teamed up with the UK and Australia has caused great concern of an arms race and nuclear proliferation in the region, and this has made the world less secure and added more uncertainty, said analysts, noting that tensions on the Ukraine issue between the US-led NATO and Russia just proves that Biden's slogan ""America is back"" is ""back to making things more complicated.",positive,2022-01-19
VADER,""" On China-US ties, Chinese scholars said at a forum the China Institute of International Studies (CIIS) organized on Tuesday that ""according to the diplomatic activities done by the Biden administration in the past year, it basically inherits the Trump administration's China policy, but at the same time, China and the US are also seeking a new paradigm of mutual respect and having exchanges based on equality.",positive,2022-01-19
VADER,"""Intergovernmental communication and people-to-people exchanges have been restored, and China-US ties have been improved a little bit compared to the situation during Trump's term, said the CIIS website. ",positive,2022-01-19
VADER,"But most major problems remained unsolved, such as unfair economic sanctions against Chinese firms, and the US is also using the island of Taiwan to contain the Chinese mainland, said experts.",negative,2022-01-19
VADER,"They held that after the China-US meeting in Anchorage, Alaska earlier last year, China has had more confidence in shaping future bilateral ties with a straighter attitude. ",positive,2022-01-19
VADER,"After the midterm In the 2022 midterm, the Democrats will be influenced by Biden's poor performance.",negative,2022-01-19
VADER,"Moreover, there is a so-called pendulum effect in midterm elections, which means that when the president wins, the party usually loses seats in the midterm elections, Diao said. ",positive,2022-01-19
VADER,"There is a good chance that the midterm elections will be extremely negative for Democrats, which could put pressure on Biden for the last two years of his presidency, he noted.",negative,2022-01-19
VADER,"Jin Canrong, associate dean of the School of International Studies at the Renmin University of China, said that becoming a ""lame duck"" is not good news for the Biden administration and for China-US ties, because Biden could focus more on foreign affairs and he would like to be more aggressive rather than pragmatic to deal with US' ""competitors.",negative,2022-01-19
VADER,"""But other observers believe that Biden would like to have a diplomatic legacy for the rest of his term on climate issue or fighting the pandemic, and he needs China's support, so the future of China-US ties would be complicated and uncertain.  

",positive,2022-01-19
VADER,"One year ago, when Joe Biden became the new US president, many Americans, US allies and even China and Russia, hoped his administration could fix the problems left by Donald Trump.",neutral,2022-01-19
VADER,"But now, most of them found Biden’s performance disappointing.",negative,2022-01-19
VADER,"The Greater Bay Area (GBA) launched its first cross-border e-commerce China-Europe freight train with special purchases for the 2022 Spring Festival on Tuesday, departing from Guangzhou, South China's Guangdong Province to Odessa in Ukraine, sharing the Chinese New Year with countries and regions along the route.",positive,2022-01-18
VADER,"The train will reach Odessa in about 16 days, carrying goods like household appliances, communication equipment and household items held in 50 containers. ",positive,2022-01-18
VADER,"Before the Spring Festival, the GBA is expected to launch six China-Europe freight trains filled with Chinese goods mainly including digital products, personal protective equipment (PPE) and household items.",positive,2022-01-18
VADER,"""As the Spring Festival approaches, the demand for Guangdong's household appliance manufacturers, such as Midea, which is famous in China and abroad, continues to grow,"" an official from the Guangzhou China-European Train Operating Company was quoted as saying in a report by the China Media Group, noting that recent sporadic outbreaks of COVID-19 have limited mobility of local residents, so the demand for small Western-style kitchen appliances remains high.",neutral,2022-01-18
VADER,"""Experts say that China-Europe freight trains have low risk of virus infection thanks to strict quarantine inspection measures, running at lower cost and less transit time.",negative,2022-01-18
VADER,"The integration of cross-border e-commerce and China-Europe Freight trains has attracted the attention of many trade enterprises along the route, and become the preferred mode of transportation for foreign people to purchase Chinese goods.",positive,2022-01-18
VADER,"In response to recent outbreaks across the country, the Guangzhou Railway Group has strengthened measures focused on prevention and control of the pandemic, disinfecting goods for exports from high-risk areas including Zhongshan and Zhuhai. ",positive,2022-01-18
VADER,Global Times,neutral,2022-01-18
VADER,"In a speech before the Navy League last December, the Commandant of the US Coast Guard, Admiral Karl Schultz, bragged about the role his forces played—the fifth and smallest of the five military services, and the only one not under the control of the Department of Defense (at least during peacetime)—in projecting US presence in the Pacific Ocean.",positive,2022-01-17
VADER,"""We get access.",neutral,2022-01-17
VADER,"We can go places,"" Schultz said, underscoring his comments by singling out the recent 102-day mission of the US Coast Guard Cutter Munro.",neutral,2022-01-17
VADER,"During that time, the Munro trained with US partners in the East and South China Seas, including operations which, as Schultz described, ""exercised"" a memorandum of understanding between the US and island of Taiwan.",neutral,2022-01-17
VADER,"This ""exercise"" included a transit of the Taiwan Strait.",neutral,2022-01-17
VADER,"According to Schultz, China was ""pretty excited when the Coast Guard is over there training with the Taiwanese,"" adding that the US Coast Guard mission in Taiwan was among several which ""move the needle a little bit"" when it comes to foreign reaction. ",positive,2022-01-17
VADER,"The US Coast Guard conducts routine deployments into the area of responsibilities of US Naval Fleets, working alongside US partners and allies to build what its parent organization, the Department of Homeland Security, calls ""maritime domain awareness"" by sharing ""best practices"" with partner nation navies and coast guards.",positive,2022-01-17
VADER,"Coast Guard participation in these programs is viewed by the US Navy as enhancing its own mission of conducting so-called ""full-spectrum joint and naval operations"" in concert with allied and interagency partners in a manner that advances US national interests and security and stability in regions of interest, such as Europe, Africa, the Middle East, and the Pacific.",positive,2022-01-17
VADER,"What makes the US Coast Guard particularly attractive in this role is its multi-dimensional mandate, which allows it to transition freely between the military and civilian world.",positive,2022-01-17
VADER,"While a purely US Naval presence somewhere in the world would be seen, rightly so, as an exclusively military intervention, the US Coast Guard can finesse this by claiming that its presence is related to maritime security, law enforcement, and maritime search and rescue. ",positive,2022-01-17
VADER,"US analysts assess that China employs tactics against Taiwan island in support of its efforts in the South China Sea which likewise crosses the boundary between the military and civilian domains, using fishing vessels, commercial vessels, and its own Coast Guard to collect intelligence and assert physical presence in disputed territories or waters, either for the purposes of fishing, exploring for oil, or simply establishing a presence.",positive,2022-01-17
VADER,"Confronting China using exclusively Naval forces, these analysts believe, could lead to undesired military-on-military escalation.",negative,2022-01-17
VADER,"However, by employing what are ostensibly civilian vessels, such as those of the US Coast Guard and the coast guards of allied nations, the US, according to these analysts, believes it can push back against China without triggering a military response.",neutral,2022-01-17
VADER,"There is a difference, however, between how the US seeks to thread the needle when it comes to playing legalistic word games regarding the difference between an ostensibly civilian-oriented mission, and one that could be characterized as military in nature.",positive,2022-01-17
VADER,"Those responsible for defending the national security interests of a nation like China are, at the end of the day, not going to get tied up in the niceties of the lexicon, but rather respond to a perceived provocation with a response designed to deal with the threat as it exists, not as it is being sold.",negative,2022-01-17
VADER,"By trying to navigate in the legalistic grey zone between civil and military operations, employing the US Coast Guard as a proxy for US Naval presence, the US is only fooling itself and, by extension, its allies.",negative,2022-01-17
VADER,"Moreover, by deliberately abusing the legitimate maritime security and safety mission of the US and other allied Coast Guards as a cover for ""moving the needle"" in places like China and elsewhere (the US Coast Guard conducts similarly provocative operations in the Black Sea and the Persian Gulf, targeting Russia and Iran, respectively), the US is undermining legitimate maritime security by deliberately blurring the line between civilian and military operations.",positive,2022-01-17
VADER,"While senior US commanders such as Admiral Schultz might view such gamesmanship as contributing to deterrence by expanding the scope and scale of options available to US policymakers, the opposite is true—by allowing what was once viewed as purely civilian domains to be militarized, the US is reducing, not increasing, the deterrence value of such operations, thereby increasing, not decreasing, the potential for conflict.",positive,2022-01-17
VADER,"Needles, it seems, don't move by themselves, and when they do move, it's usually for a reason.  ",neutral,2022-01-17
VADER,The author is a former US Marine Corps intelligence officer.,positive,2022-01-17
VADER,opinion@globaltimes.com.cn,neutral,2022-01-17
VADER,It's been one year since Joe Biden took office as US president.,neutral,2022-01-17
VADER,It is a tradition in the US for the president to deliver the State of Union address in January or February.,neutral,2022-01-17
VADER,"However, Biden decided to postpone it to March 1.",negative,2022-01-17
VADER,This may indicate that the White House is not so confident about its accomplishments.,negative,2022-01-17
VADER,Both Biden and the Democratic Party will also have to face the serious challenge posed by the 2022 midterm elections in the US Congress.,positive,2022-01-17
VADER,But things could get even worse in another two months.,negative,2022-01-17
VADER,The Biden administration is now facing five major governance challenges.,positive,2022-01-17
VADER,"They are the resurgence of the COVID-19 epidemic, the supply chain crisis, high inflation, rising energy prices, and the migrant crisis at the US-Mexico border.",negative,2022-01-17
VADER,"Although the White House pushed Congress to pass the American Rescue Plan Act and Bipartisan Infrastructure Law, it's now experiencing the ""Biden Bubble.""",positive,2022-01-17
VADER,"The US Department of Labor announced on January 12 that the country's consumer price index rose 7 percent in December, the highest increase since June 1982.",positive,2022-01-17
VADER,The spread of the Omicron variant has cast a shadow over the US economy.,neutral,2022-01-17
VADER,The World Bank has cut its forecast for US economic growth once again.,positive,2022-01-17
VADER,The supply chain crisis is closely related to the US-launched trade war.,negative,2022-01-17
VADER,"Yet, the Biden administration is hesitant to make any change in its trade policy for fear of losing votes, and this, in turn, is hindering Biden's economic performance.",negative,2022-01-17
VADER,"Even though US Trade Representative Katherine Tai has outlined a ""worker-centered trade policy,"" maintaining high tariffs on goods from countries like China has forced ordinary working families in the US to bear a huge cost.",positive,2022-01-17
VADER,"The policy Tai has been stressing may also discriminate against American workers because it's likely to only benefit workers in traditional manufacturing industries, like as those related to steel and aluminum production.",positive,2022-01-17
VADER,"Compared with the beginning of Biden's presidency, the domestic political rift in the US has deepened.",neutral,2022-01-17
VADER,"Biden described the Jan 6 attack on the US Capitol as an attempted ""coup"" and accused Republicans of spreading lies about the 2020 US presidential elections.",negative,2022-01-17
VADER,A poll in late December showed that a third of Americans still question the legitimacy of Biden's victory a year since rioters breached the US Capitol.,neutral,2022-01-17
VADER,Republicans are planning to carry their push to reshape the nation's electoral system in an effort to influence the 2022 and 2024 elections.,neutral,2022-01-17
VADER,The fierce partisan dispute over voting rights reflects the seriousness of the democratic crisis in the US.,negative,2022-01-17
VADER,"Biden criticized a new Georgia voting law, saying ""the votes of nearly 5 million Georgians will be up for grabs if that law holds.""",negative,2022-01-17
VADER,The Freedom to Vote Act pushed by Democrats met huge resistance from Republicans in Congress.,positive,2022-01-17
VADER,The internal division has exerted constraints on the Biden administration's ambition to regain world leadership.,neutral,2022-01-17
VADER,"Biden emphasized ""America is back,"" but the world needs to first ask what the US is willing to do for it.",neutral,2022-01-17
VADER,"The Biden administration's diplomacy is in essence, the Democratic version of ""America first.""",neutral,2022-01-17
VADER,The general trend of the US competing with its allies and partners for interests continues.,positive,2022-01-17
VADER,"When dealing with the Biden administration, US allies and partners worry that Trump and the political forces he dominates will return to the White House in 2024.",negative,2022-01-17
VADER,Any negotiations with the Biden administration may be overturned two years later.  ,neutral,2022-01-17
VADER,"The Biden administration's rash withdrawal from Afghanistan not only showed the failure of its strategy for advocating democracy, but also embarrassed NATO.",negative,2022-01-17
VADER,"The US sacrificed the interests of France to form the AUKUS alliance, which accelerated Europe's pace to seek strategic autonomy.",positive,2022-01-17
VADER,"The US and NATO are becoming more and more assertive on the Ukraine issue, prompting the Putin government to implement a policy of brinkmanship.",neutral,2022-01-17
VADER,"Even if Washington does not make a written promise to Moscow, it is expected to compromise.",positive,2022-01-17
VADER,China-US relations are agitated by the predicament the Biden administration is facing.,negative,2022-01-17
VADER,"Biden is trying to bridge the divergences between the Democratic and Republican parties by hyping China-related affairs, pushing forward his domestic policy agenda. ",positive,2022-01-17
VADER,"However, obviously, the top threat to the US is the US itself.",negative,2022-01-17
VADER,The Biden administration needs to make great efforts to engage in nation-building from within.,positive,2022-01-17
VADER,"According to a January Quinnipiac University poll, 76 percent of the 1,313 adults polled believed instability in the US is a bigger danger to the US than other countries that are adversaries to the nation.",negative,2022-01-17
VADER,58 percent of the Americans polled said the nation's democracy is in danger of collapse.,negative,2022-01-17
VADER,The author is a senior research fellow at the Charhar Institute and an adjunct fellow at the Chongyang Institute for Financial Studies at Renmin University of China.,neutral,2022-01-17
VADER,opinion@globaltimes.com.cn,neutral,2022-01-17
VADER,North Korean leader Kim Jong-un attends a test-fire of hypersonic missile conducted by the Academy of Defense Science of the DPRK.,positive,2022-01-13
VADER,"Photo: VCG


North Korea on Wednesday reported the latest test of a hypersonic missile with the witness of North Korean leader Kim Jong-un and missile analysts pointed out related data revealed that North Korea may have acquired the technologies but still needs more tests to demonstrate and enhance the weapon's accuracy. ",neutral,2022-01-13
VADER,"While the series of tests had not broken the arms balance in the region, Japan and the US are hyping the so-called threat to reinforce own military build-up, analysts said, saying the US' double standards have led to a de facto arms race that jeopardizes regional peace. ",positive,2022-01-13
VADER,"The test on Tuesday was aimed at the final verification of overall technical specifications of the developed hypersonic weapon system, the KCNA reported.",negative,2022-01-13
VADER,"After its release from the missile, the hypersonic glide vehicle made glide jump flight from 600 kilometer before making a 240 kilometer corkscrew maneuver from the initial launch azimuth to the target azimuth, and hit the set target in waters 1,000 kilometers away, the KCNA report said.",neutral,2022-01-13
VADER,"The superior maneuverability of the hypersonic glide vehicle was more strikingly verified through the final test, the KCNA said.",positive,2022-01-13
VADER,"The information released by North Korea remains limited, not enough to judge if the weapon is indeed a hypersonic weapon, but it gives many clues toward that conclusion, Wang Ya'nan, the chief editor of Beijing-based Aerospace Knowledge magazine, told the Global Times on Wednesday.",negative,2022-01-13
VADER,"The glide jump flight from 600 kilometers reflected a key characteristic of hypersonic weapons, as it shows that the weapon does not make a direct freefall on its target like a ballistic missile, but made a trajectory change to a lower and flatter trajectory, Wang said.",negative,2022-01-13
VADER,"The 240-kilometer corkscrew maneuver is even more challenging, because maneuvering is very challenging in hypersonic flight, and this corkscrew maneuver is likely performed to not only evade interception, but also to bide time for the missile to search for and lock on its target, Wang explained.",positive,2022-01-13
VADER,Tuesday's test is the third such launch announced by the KCNA. ,neutral,2022-01-13
VADER,"The first test was announced on September 29, 2021, which confirmed the navigational control and stability of the missile in the active section and also its technical specifications including the guiding maneuverability and the gliding flight characteristics of the detached hypersonic gliding warhead, the KCNA reported at the time, noting that it also ascertained the stability of the engine as well as of missile fuel ampoule introduced for the first time.",positive,2022-01-13
VADER,"The second test, announced by the KCNA on January 6, reconfirmed the flight control and stability of the missile in the active-flight stage and assessed the performance of the new lateral movement technique applied to the detached hypersonic gliding warhead.",negative,2022-01-13
VADER,"More details were given this time, as the KCNA revealed that the missile made a 120 kilometers lateral movement in the flight distance of the hypersonic gliding warhead from the initial launch azimuth to the target azimuth and precisely hit a set target 700 kilometers away, and the reliability of the fuel ampoule system under winter conditions was also verified.",neutral,2022-01-13
VADER,"Comparing the reports on the three tests, more challenging technologies were tested with each, observers pointed out.",positive,2022-01-13
VADER,"While these tests provided some insights into North Korea's rapid hypersonic weapon development, analysts remain uncertain about the weapon's true capability in combat. ",negative,2022-01-13
VADER,"While a hypersonic speed of higher than Mach 5 can be easily achieved with a booster rocket used by any ballistic missile, and the glide vehicle can seemingly make glide jumps and maneuvers that qualifies the weapon as hypersonic, the terminal-phase guidance is the most challenging technology to make the weapon useful, Wang said. ",positive,2022-01-13
VADER,"It requires a very complex and coordinated work of sensors, hypersonic flight control and probably also data transfer from satellites, drones and large reconnaissance aircraft to guide the weapon to its target, Wang said, questioning if all these problems have been solved.",negative,2022-01-13
VADER,"North Korea has put many resources to develop the hypersonic weapon, and some progress must have been made, but whether the weapon can hit its target accurately as the report claimed cannot be verified as for now, Wang said. ",negative,2022-01-13
VADER,The test showed the missile's hypersonic speed and high maneuverability it needs to penetrate hostile defenses.,negative,2022-01-13
VADER,"But convincing evidence needs to be shown in order for the public to know if the missile can hit its target accurately, according to Wang.",positive,2022-01-13
VADER,"The continuous tests showcased North Korea's eagerness to acquire the technologies of hypersonic missiles in dealing with the challenges brought by missile defense systems built by the US, Japan and South Korea, said Chinese military expert and commentator Song Zhongping.",positive,2022-01-13
VADER,Song told the Global Times that development of ballistic or hypersonic missiles is more like a shortcut to bolster North Korea's defense capability given its lack of advanced aircraft or other surface ships.,positive,2022-01-13
VADER,"Hypersonic missiles, with its ability to hit targets in the blink of an eye, would make the US, Japan and South Korea think twice before taking rash actions. ",negative,2022-01-13
VADER,"Warning to Japan, USNorth Korean leader Kim Jong-un attended the Tuesday test, KCNA reported.  ",negative,2022-01-13
VADER,"Kim's high-profile appearance shows North Korea wants to showcase the breakthrough on new technologies and to maintain domestic morale, said Lü Chao, a fellow at the Liaoning Academy of Social Sciences, noting that it is also a political tradition and gesture to launch missiles and also attend the launching before important festivals. ",positive,2022-01-13
VADER,"The expert told the Global Times that North Korea will embrace the 80th anniversary of the Day of the Shining Star on February 16, a public holiday to celebrate the birth of the country's second leader Kim Jong-il. ",positive,2022-01-13
VADER,"North Korea also wants to remind the US to be engaged or have negotiations with it given that the discussions at the UN on lifting its sanctions is being stalled by the US, and the Biden administration seems to have adopted the silent treatment to North Korea from the Obama era, Lü said. ",positive,2022-01-13
VADER,Song said North Korea tested hypersonic missiles to pressure the US and its hostile policy.,negative,2022-01-13
VADER,"As long as North Korea faces severe challenges to its political system and security from the US, it will take all measures as defense. ",positive,2022-01-13
VADER,"The expert said the US and Japan are twisting the concept of denuclearization of the Korean Peninsula into ""denuclearization of North Korea"" - supporting Japan to develop its military capability while sanctioning North Korea - which North Korea and China would not allow. ",positive,2022-01-13
VADER,"""Under US double standards, an arms race has already started,"" Song noted.    ",neutral,2022-01-13
VADER,"North Korea's Tuesday test came on the heels of the high-level ""2-plus-2"" meetings between the US secretary of state and secretary of defense and the Japanese foreign minister and defense minister, during which they signed agreements to develop counter hypersonic capabilities targeting China and North Korea. ",positive,2022-01-13
VADER,"The Japanese Prime Minister Fumio Kishida met with Australian Prime Minister Scott Morrison on January 6 and signed a reciprocal access agreement to ramp up defense cooperation, a pact that experts said could inflame regional tensions.  ",positive,2022-01-13
VADER,The North Korea tests did not break the arms balance between North and South Korea or between North Korea and Japan.,neutral,2022-01-13
VADER,"But Japan is hyping it as an opportunity to expand a military build-up and some Japanese right-wing politicians even urged the development of nuclear weapons by Japan, Lü told the Global Times.",positive,2022-01-13
VADER,"""Japan's military expansion is more dangerous to regional countries than the tests of North Korea,"" said Lü. ",negative,2022-01-13
VADER,"Analysts noted that by hyping threats from North Korea, Japan also aims to revise the Peace Constitution and further push to the right for collective self-defense, which has already started. ",positive,2022-01-13
VADER,"Kyodo News reported that Japanese Prime Minister Fumio Kishida on Tuesday condemned North Korea's actions and called the continuing launches ""extremely regrettable.""",negative,2022-01-13
VADER,Japanese officials have been asked to be prepared to respond to any emergency.,negative,2022-01-13
VADER,"On the same day, White House Press Secretary Jen Psaki called the North Korean launch ""destabilizing.",neutral,2022-01-13
VADER,"""US announced on Wednesday to sanction five North Koreans after the missile launch.",neutral,2022-01-13
VADER,Experts noted that South Korea responded to the news calmly. ,positive,2022-01-13
VADER,South Korea responded to the tests with an emergency meeting of the National Security Council and President Moon Jae-in expressed concerns over the series of launches coming ahead of the South Korean presidential election on March 9.,negative,2022-01-13
VADER,Some South Korean officials also cast doubt on the capability of the hypersonic missile North Korea claimed to have tested.,negative,2022-01-13
VADER,"No stronger or any actions that may be seen as ""provocations"" have been made by South Korea. ",negative,2022-01-13
VADER,Lü said his friends in South Korea said that the government is closely monitoring the tests and  South Koreans are also paying close attention to the tests.,positive,2022-01-13
VADER,"But more people in South Korea are holding a wait-and-see attitude, and few want to hype the issue. ",positive,2022-01-13
VADER,"China's stance is consistent and hopes every party solves Korean Peninsula issues with the ""dual track"" approach, Wang Wenbin, spokesperson of the Chinese Foreign Ministry, told a press conference on Wednesday, in response to the test-launch.",positive,2022-01-13
VADER,"China also firmly opposes actions that will destroy the peace and stability of the Korean Peninsula and is working to draw related parties to go back to the negotiating table, Lü said. ",positive,2022-01-13
VADER,"Lü noted that considering that Biden administration is struggling with tensions with Russia in Ukraine and tons of domestic problems, he may have no time to deal with Korean Peninsula issues.",negative,2022-01-13
VADER,The joint military drill between South Korea and the US may be an important timing to observe whether there will be changes in US policy toward North Korea.,positive,2022-01-13
VADER,"On Tuesday, President of Kazakhstan Kassym-Jomart Tokayev made it clear that the worst of the trouble was perpetrated as part of an elaborate conspiracy of yet-unspecified international terrorist groups.",negative,2022-01-13
VADER,"Thanks to the swift anti-terrorist operation, constitutional order has been restored in Kazakhstan. ",positive,2022-01-13
VADER,"While the world was still enjoying New Year celebrations, no one expected to see tens of thousands of organized gangsters plunge Kazakhstan, the wealthiest Central Asian country, into nationwide unrest overnight.",positive,2022-01-13
VADER,"Indeed, the escalation of hostilities showed traces of a premeditated, organized anti-government movement.",negative,2022-01-13
VADER,"It would be impossible for workers of a local factory in grievance of the rising LNG price to professionally mobilize and even pay thousands of people to protest, let alone destroy crucial facilities with arms, burn down government buildings, shoot police with rifles, and occupy the Almaty Airport and control airplanes.",negative,2022-01-13
VADER,A Kazakhstan news program showed that a Kyrgyz protester confessed to having taken $200 and a plane ticket to travel to Kazakhstan to protest.,negative,2022-01-13
VADER,Then how was the public anger over economic plight turned into a political movement and how did a peaceful demonstration escalate into violence and riots?,negative,2022-01-13
VADER,It is unusual that the tension did not cool down even when the Kazakh government had agreed to halt the LNG price hike and released people detained at the Aktau rally.,negative,2022-01-13
VADER,"It turned out that the demonstrators reached out for a yard after having taken an inch: They asked for a direct dialogue with the president and shouted political slogans like ""Nazarbayev leave the country.",positive,2022-01-13
VADER,"""For anyone who follows international affairs, there is a sense of déjà vu: Scenes of violence in Kazakhstan easily reminded people of the ""color revolutions"" in regional countries.",negative,2022-01-13
VADER,"Just eight years ago in Ukraine, hundreds of thousands of rioters devastated central Kiev with violence and bloodshed.",negative,2022-01-13
VADER,"US and European countries, while inciting the rebels with propaganda and promises, threatened the Yanukovych government with sanctions until a pro-Western regime was inaugurated.",negative,2022-01-13
VADER,"In Kyrgyzstan, upheaval has become an unwelcome visitor ever since the Western-supported Tulip Revolution. ",negative,2022-01-13
VADER,"In Kazakhstan, professional inciters were hired to maneuver public sentiments and turn originally peaceful protesters into terrorists, who would then be provided with food, supplies and funds to confront the police and occupy key infrastructure.",negative,2022-01-13
VADER,"Mukhtar Ablyazov, the dissident leader in exile, rode the tide to invite the Western countries to enter the fray, while social media posts encouraged people to ""fight back, create resistance groups and organize attacks.",negative,2022-01-13
VADER,""" Since the very beginning, there has been much suspicion and speculation about foreign forces getting involved, or even manipulating behind the scenes.",negative,2022-01-13
VADER,The presence and influence of Western countries and foreign nongovernmental organizations (NGOs) in Kazakhstan might give some clues. ,neutral,2022-01-13
VADER,"For a long time, the looming shadow of the US has been cast in every corner of Kazakhstan.",negative,2022-01-13
VADER,It is by no means a coincidence that the US seemed to have predicted the situation unfolding and escalating.,negative,2022-01-13
VADER,"Half a month before the riots broke out, the US Embassy in Kazakhstan warned that demonstrations in Nur-Sultan and Almaty could escalate into violence.",negative,2022-01-13
VADER,"A batch of NGOs sponsored by the US, smelling a storm, swiftly retreated from the country.  ",positive,2022-01-13
VADER,"The International Center for Not-for-Profit Law (ICNL) estimates there are 38,000 active NGOs in Kazakhstan while the majority of them  ̶  some say around 20,000  ̶  are funded by US and European countries by way of grants and donations, including the US Agency for International Development (USAID), the National Endowment for Democracy (NED), and Freedom House.",positive,2022-01-13
VADER,"Among them, the NED alone spent more than $1 million to support the so-called democratic processes and human rights movements in Kazakhstan in 2020, according to data published by the organization.",positive,2022-01-13
VADER,"The funds were used to increase the youth's engagement in social and political processes, support the allegedly independent mass media, and protect civil society in Kazakhstan. ",positive,2022-01-13
VADER,Executive Vice President of Eurasia Group Earl Rasmussen told the hard truth recently: Generous funding from international NGOs and the US government has played a key role in the social unrest that has gripped Kazakhstan.  ,positive,2022-01-13
VADER,"The author is a commentator on international affairs, writing regularly for Global Times, China Daily etc.",neutral,2022-01-13
VADER,He can be reached at xinping604@gmail.com.,positive,2022-01-13
VADER,"Wednesday's talks between representatives of the North Atlantic Treaty Organization (NATO) and Russia concluded without a clear outcome, with NATO Secretary General Jens Stoltenberg describing the differences between the two sides as ""significant"" and ""will not be easy to bridge.",negative,2022-01-13
VADER,"""""This was not an easy discussion,"" he told journalists after the four-hour meeting.",negative,2022-01-13
VADER,"""But that is exactly why this meeting was so important.",positive,2022-01-13
VADER,We had a very serious and direct exchange on the situation in and around Ukraine.,negative,2022-01-13
VADER,And the implications for European security.,positive,2022-01-13
VADER,There are significant differences between NATO Allies and Russia on these issues.,positive,2022-01-13
VADER,Our differences will not be easy to bridge.,negative,2022-01-13
VADER,"""He said that the silver lining was that ""all NATO Allies and Russia sat down around the same table and engaged on substantive topics.",positive,2022-01-13
VADER,"""""NATO",neutral,2022-01-13
VADER,"Allies are ready to meet again with Russia to have discussions in greater detail, to put concrete proposals on the table and to seek constructive outcomes,"" Stoltenberg said. ",positive,2022-01-13
VADER,"""We are cleareyed about the challenges we face when we now sit down with Russia and try to find a political way forward.",positive,2022-01-13
