annotation_category,annotation,entity,sentence,entity_atomized,sentiment,tsc_sentiment,blame,praise
praise,"has become increasingly important for European interests,",China,"Is it just simply because China has become increasingly important for European interests, the continent therefore must decouple from, guard against and repulse China?",China,-1,-1,0,1
blame,"the continent therefore must decouple from, guard against and repulse China?",the continent,"Is it just simply because China has become increasingly important for European interests, the continent therefore must decouple from, guard against and repulse China?",the continent,-1,0,1,0
blame,"Tunisia's inflation, which has already been exacerbated by the conflict between Russia and Ukraine","conflict between Russia and Ukraine,","As a net importer of food and energy, Tunisia's inflation, which has already been exacerbated by the conflict between Russia and Ukraine, continued to rise.In July, Tunisia's inflation rose to 8.2 percent, the highest record since October 1991.",Russia,-1,-1,1,0
blame,"Tunisia's inflation, which has already been exacerbated by the conflict between Russia and Ukraine","conflict between Russia and Ukraine,","As a net importer of food and energy, Tunisia's inflation, which has already been exacerbated by the conflict between Russia and Ukraine, continued to rise.In July, Tunisia's inflation rose to 8.2 percent, the highest record since October 1991.",Ukraine,-1,0,1,0
blame,"are rushing to fill storage sites and diversify their sources of energy, such as by importing liquefied natural gas (LNG) from the US, such moves won't ease the crisis in the near future,",European countries,"""There is a good chance that Russia might cut off supplies to Europe as a result of the Russia-Ukraine conflict, which could further exacerbate Europe's energy crisis,"" Lin Boqiang, director of the China Center for Energy Economics Research at Xiamen University, told the Global Times on Tuesday.Although some European countries are rushing to fill storage sites and diversify their sources of energy, such as by importing liquefied natural gas (LNG) from the US, such moves won't ease the crisis in the near future, Lin said.",European,1,0,1,0
blame,"are rushing to fill storage sites and diversify their sources of energy, such as by importing liquefied natural gas (LNG) from the US, such moves won't ease the crisis in the near future,",European countries,"""There is a good chance that Russia might cut off supplies to Europe as a result of the Russia-Ukraine conflict, which could further exacerbate Europe's energy crisis,"" Lin Boqiang, director of the China Center for Energy Economics Research at Xiamen University, told the Global Times on Tuesday.Although some European countries are rushing to fill storage sites and diversify their sources of energy, such as by importing liquefied natural gas (LNG) from the US, such moves won't ease the crisis in the near future, Lin said.",Europe,1,0,1,0
blame,A major cause of the European energy crisis,the sweeping economic sanctions launched by the US and its allies against Russia,"""If the EU wants to import lots of LNG from the US, it needs the corresponding infrastructure, which cannot be achieved shortly,"" Lin said.A major cause of the European energy crisis is the sweeping economic sanctions launched by the US and its allies against Russia, experts said.While the US is self-sufficient in energy, it has dragged Europe into a new cold war.",US,-1,-1,1,0
blame,A major cause of the European energy crisis,the sweeping economic sanctions launched by the US and its allies against Russia,"""If the EU wants to import lots of LNG from the US, it needs the corresponding infrastructure, which cannot be achieved shortly,"" Lin said.A major cause of the European energy crisis is the sweeping economic sanctions launched by the US and its allies against Russia, experts said.While the US is self-sufficient in energy, it has dragged Europe into a new cold war.",Russia,-1,-1,1,0
blame,"is self-sufficient in energy, it has dragged Europe into a new cold wa",US,"""If the EU wants to import lots of LNG from the US, it needs the corresponding infrastructure, which cannot be achieved shortly,"" Lin said.A major cause of the European energy crisis is the sweeping economic sanctions launched by the US and its allies against Russia, experts said.While the US is self-sufficient in energy, it has dragged Europe into a new cold war.",US,-1,-1,1,0
praise,has the advantage of owning a complete global industry chain,China,"""China has the advantage of owning a complete global industry chain.",China,1,0,0,1
praise,"will have China's full advantages of technology, manufacturing capacity and market as needed,",China's,"If the top segment of the EU's industry chain decides to relocate to China, it will have China's full advantages of technology, manufacturing capacity and market as needed,"" Chen said.Amid the conflict between Russia and Ukraine, German companies have accelerated the pace of investment and factory establishment in China.In July, German chemical giant BASF gave final approval for the construction of the Zhanjiang Verbund site, according to an announcement on its official website.",China,1,0,0,1
praise,have accelerated the pace of investment and factory establishment in China,German companies,"If the top segment of the EU's industry chain decides to relocate to China, it will have China's full advantages of technology, manufacturing capacity and market as needed,"" Chen said.Amid the conflict between Russia and Ukraine, German companies have accelerated the pace of investment and factory establishment in China.In July, German chemical giant BASF gave final approval for the construction of the Zhanjiang Verbund site, according to an announcement on its official website.",German,1,-1,0,1
praise,is an ideal destination,China,"Europe is being forced to cut itself off from its main energy supplier and it is now suffering from soaring energy prices, Chen Jia, an independent research fellow on international strategy, told the Global Times on Tuesday.Europe has lost about half of its zinc and aluminum smelting capacity within the past year, and a further surge in power prices could knock more plants offline during the coming winter, Bloomberg reported in July.It is feared that the situation will put European energy-intensive industries under pressure, affect the commitment of Europe to energy conservation and greenhouse gas emission reduction, and further aggravate divisions in European society, Zhou Rong, a senior researcher at the Chongyang Institute for Financial Studies of Renmin University of China, told the Global Times on Tuesday.Europe's aluminum smelters have cut output significantly and imports have surged since producers began cutting their output, raising European consumers' carbon footprint by as much as 12 million tons per year, according to Bloomberg.As it is difficult to reverse the energy crisis in the EU, which is expected to deepen in the coming winter, some EU enterprises are considering a shift in some production capacity, and China is an ideal destination, Chen said.",China,-1,0,0,1
blame,has a sordid history of not keeping its promises,US,"After all, the US has a sordid history of not keeping its promises.",US,-1,-1,1,0
blame,might be too weighed down by other issues - the Russia-Ukraine conflict,US,"Besides, the US might be too weighed down by other issues - the Russia-Ukraine conflict, inflation, and the midterm elections, to name a few - to deal with affairs in the Asia-Pacific region properly.Under the framework of the Indo-Pacific Strategy, the US has strengthened cooperation and ties with its allies and partners.",US,1,1,1,0
blame,constantly providing weapons to Ukraine or imposing sanctions on Russia,The international community,A Chinese envoy on Monday warned against constantly providing weapons to Ukraine or imposing sanctions on Russia.The international community should not stop at eliminating sexual violence and human trafficking.,The international community,-1,1,1,0
blame,should not stop at eliminating sexual violence and human trafficking,The international community,A Chinese envoy on Monday warned against constantly providing weapons to Ukraine or imposing sanctions on Russia.The international community should not stop at eliminating sexual violence and human trafficking.,The international community,-1,1,1,0
praise,"Only through cease-fire and the restoration of peace can the trauma of conflict for women and children be fundamentally avoided, said",Dai Bing,"Only through cease-fire and the restoration of peace can the trauma of conflict for women and children be fundamentally avoided, said Dai Bing, China's deputy permanent representative to the United Nations.",Dai Bing,-1,0,0,1
blame,"Constantly providing weapons or imposing sanctions and pressure will not solve the problem, but will only perpetuate and expand the conflict",The international community,"""The international community should work together to promote peace talks, and encourage Russia and Ukraine to come back to the negotiation track,"" he told a Security Council meeting on sexual violence and human trafficking in the context of the Ukraine conflict.Constantly providing weapons or imposing sanctions and pressure will not solve the problem, but will only perpetuate and expand the conflict, he warned.People in Ukraine and other developing countries should not pay the price for geopolitical and bloc confrontations.",The international community,-1,1,1,0
praise,once again calls on the parties concerned to put international and regional peace and security first and to play a constructive role in the proper resolution of the crisis in Ukraine,China,"""China once again calls on the parties concerned to put international and regional peace and security first and to play a constructive role in the proper resolution of the crisis in Ukraine,"" he said.The conflict has taken a heavy toll on the Ukrainian people.",China,1,0,0,1
blame,The use of sexual violence as a tactic of war is a serious crime,Parties to the conflict,"Parties to the conflict should comply with international law and take measures to protect civilians from all forms of violence, including sexual violence and human trafficking against women and girls, he said.The use of sexual violence as a tactic of war is a serious crime.",Parties to the conflict,-1,1,1,0
praise,appreciates the humanitarian spirit shown by Ukraine's neighbors in providing safe shelter and basic livelihood for women and children refugees,China,China appreciates the humanitarian spirit shown by Ukraine's neighbors in providing safe shelter and basic livelihood for women and children refugees.,China,1,0,0,1
praise,calls for immediate international cooperation to identify and punish relevant criminal acts,China,"Meanwhile, the growing number of cases of human trafficking, sexual exploitation and sexual abuse is disturbing, he said.China calls for immediate international cooperation to identify and punish relevant criminal acts.",China,-1,0,0,1
praise,stressed the importance of vigilance to external forces attempting to involve regional countries in major-power conflicts and to coerce countries to take sides,Chinese,"Chinese  on Tuesday met with Kazakh President Kassym-Jomart Tokayev in Kazakhstan's capital Nur-Sultan, during which he stressed the importance of vigilance to external forces attempting to involve regional countries in major-power conflicts and to coerce countries to take sides.The year 2022 marks the 30th anniversary of the establishment of diplomatic ties between China and Kazakhstan.",Chinese,-1,0,0,1
blame,the serious negative spillover impact,the Ukraine crisis,"Wang said that as friendly neighbors and permanent comprehensive strategic partners, China firmly supports Kazakhstan in pursuing a development path suited to its own national conditions and believes Kazakhstan will achieve lasting peace and prosperity.Wang said the two countries are deeply concerned about the serious negative spillover impact of the Ukraine crisis.",Ukraine,1,0,1,0
praise,"can stay focused and remove external interference, strengthen coordination and cooperate to safeguard regional peace and stability",Central Asian countries,"He noted that China hopes Central Asian countries can stay focused and remove external interference, strengthen coordination and cooperate to safeguard regional peace and stability.",Central Asian,1,0,0,1
praise,fair position,China,Tokayev appreciated China's fair position and would like to maintain close communication with China.,China,1,0,0,1
praise,aim to force Central Asian nations to take sides,US-led forces,"He also advocated resolving international disputes through peaceful means.External forces mainly refer to US-led forces that aim to force Central Asian nations to take sides, while Central Asian nations wish to preserve an independent status with no interference from other countries on their sovereignty and diplomacy, Zhu Yongbiao, director of the Center for Afghanistan Studies in Lanzhou University, told the Global Times on Tuesday.External forces may also include the forces of terrorism and extremism, of which the impact to Central Asian nations has been increasing in recent years, Zhu added.",US,-1,0,0,1
praise,wish to preserve an independent status with no interference from other countries on their sovereignty and diplomacy,Central Asian nations,"He also advocated resolving international disputes through peaceful means.External forces mainly refer to US-led forces that aim to force Central Asian nations to take sides, while Central Asian nations wish to preserve an independent status with no interference from other countries on their sovereignty and diplomacy, Zhu Yongbiao, director of the Center for Afghanistan Studies in Lanzhou University, told the Global Times on Tuesday.External forces may also include the forces of terrorism and extremism, of which the impact to Central Asian nations has been increasing in recent years, Zhu added.",Central Asian,-1,0,0,1
blame,"may also include the forces of terrorism and extremism, of which the impact to Central Asian nations has been increasing in recent years",External forces,"He also advocated resolving international disputes through peaceful means.External forces mainly refer to US-led forces that aim to force Central Asian nations to take sides, while Central Asian nations wish to preserve an independent status with no interference from other countries on their sovereignty and diplomacy, Zhu Yongbiao, director of the Center for Afghanistan Studies in Lanzhou University, told the Global Times on Tuesday.External forces may also include the forces of terrorism and extremism, of which the impact to Central Asian nations has been increasing in recent years, Zhu added.",External forces,-1,0,1,0
blame,may take chances to break the balanced diplomacy and even create chaos within Kazakhstan,US,"The US may take chances to break the balanced diplomacy and even create chaos within Kazakhstan, Zhu noted.",US,-1,0,1,0
praise,s willing to strengthen solidarity and cooperation with Central Asian neighbors,China,"Wang also appreciated Kazakhstan's role in preparing for the third China+Central Asia (C+C5) foreign ministers' meeting and noted that China is willing to strengthen solidarity and cooperation with Central Asian neighbors.Facing the complex international and regional security situations, China is willing to strengthen exchanges and cooperation with member states of the Collective Security Treaty Organization (CSTO) and take effective measures to maintain regional peace and stability together, Li Zhanshu, chairman of the National People's Congress (NPC) Standing Committee made the remarks on Monday in a speech delivered via video link at the Parliamentary Assembly of the CSTO.This year marks the 30th anniversary of the signing of the Collective Security Treaty and the 20th anniversary of the CSTO.",China,1,0,0,1
praise,is willing to strengthen exchanges and cooperation with member states of the Collective Security Treaty Organization (CSTO) and take effective measures to maintain regional peace and stability together,China,"Wang also appreciated Kazakhstan's role in preparing for the third China+Central Asia (C+C5) foreign ministers' meeting and noted that China is willing to strengthen solidarity and cooperation with Central Asian neighbors.Facing the complex international and regional security situations, China is willing to strengthen exchanges and cooperation with member states of the Collective Security Treaty Organization (CSTO) and take effective measures to maintain regional peace and stability together, Li Zhanshu, chairman of the National People's Congress (NPC) Standing Committee made the remarks on Monday in a speech delivered via video link at the Parliamentary Assembly of the CSTO.This year marks the 30th anniversary of the signing of the Collective Security Treaty and the 20th anniversary of the CSTO.",China,1,0,0,1
blame,Each global grain crisis has the shadow of,US,"Zhao Lijian Photo: VCG  Each global grain crisis has the shadow of the US behind it, a spokesperson for China's Foreign Ministry said on Monday, after international organizations warned of an impending global grain crisis.A small number of countries led by the US have been manipulating the global grain trade, setting up a ""grain hegemony"" and holding firm control on global grain prices, Foreign Ministry spokesperson Zhao Lijian told a regular press conference.",US,-1,0,1,0
blame,"have been manipulating the global grain trade, setting up a ""grain hegemony"" and holding firm control on global grain prices",A small number of countries led by the US,"Zhao Lijian Photo: VCG  Each global grain crisis has the shadow of the US behind it, a spokesperson for China's Foreign Ministry said on Monday, after international organizations warned of an impending global grain crisis.A small number of countries led by the US have been manipulating the global grain trade, setting up a ""grain hegemony"" and holding firm control on global grain prices, Foreign Ministry spokesperson Zhao Lijian told a regular press conference.",US,-1,0,1,0
blame,has inflated food commodity prices that were already at record highs in March on top of steep increases in 2021 and early 2022. The report said 44 million people around the world are facing the threat of famine,the conflict in Ukraine,"""In a May 4 report, the World Food Programme said the conflict in Ukraine has inflated food commodity prices that were already at record highs in March on top of steep increases in 2021 and early 2022.",Ukraine,-1,0,1,0
blame,"seriously crippled Russian food and fertilizer exports, have further worsened the situation",US-led sanctions against Russia,"US-led sanctions against Russia, which seriously crippled Russian food and fertilizer exports, have further worsened the situation, Zhao said.The right to live is the foremost human right and fighting hunger is the common goal of mankind, he said, noting that the international community should foster and restore peace through negotiation and create a peaceful and stable environment to tackle the global food crisis.Adding fuel to the flames and abuse of sanctions will not help in diffusing regional tensions and will only worsen the food crisis, leading to even bigger humanitarian disasters, the spokesperson said.Global Times",US,-1,1,1,0
blame,"seriously crippled Russian food and fertilizer exports, have further worsened the situation",US-led sanctions against Russia,"US-led sanctions against Russia, which seriously crippled Russian food and fertilizer exports, have further worsened the situation, Zhao said.The right to live is the foremost human right and fighting hunger is the common goal of mankind, he said, noting that the international community should foster and restore peace through negotiation and create a peaceful and stable environment to tackle the global food crisis.Adding fuel to the flames and abuse of sanctions will not help in diffusing regional tensions and will only worsen the food crisis, leading to even bigger humanitarian disasters, the spokesperson said.Global Times",Russia,-1,-1,1,0
blame,"will not help in diffusing regional tensions and will only worsen the food crisis, leading to even bigger humanitarian disasters",abuse of sanctions,"US-led sanctions against Russia, which seriously crippled Russian food and fertilizer exports, have further worsened the situation, Zhao said.The right to live is the foremost human right and fighting hunger is the common goal of mankind, he said, noting that the international community should foster and restore peace through negotiation and create a peaceful and stable environment to tackle the global food crisis.Adding fuel to the flames and abuse of sanctions will not help in diffusing regional tensions and will only worsen the food crisis, leading to even bigger humanitarian disasters, the spokesperson said.Global Times",abuse of sanctions,-1,-1,1,0
blame,launched trade war with China in 2018,US,"""Since ""decoupling"" was triggered by the US-launched trade war with China in 2018, conflicts in China-EU economic and trade ties caused by differing ideologies have continued to increase.In recent years, Washington has focused on forming a ""value alliance"" against China, with particular emphasis on containing China in the fields of information technology and emerging technologies.In terms of ideology, the EU is aligned with the US as a natural ally.",US,0,-1,1,0
blame,"has focused on forming a ""value alliance"" against China, with particular emphasis on containing China in the fields of information technology and emerging technologies",Washington,"""Since ""decoupling"" was triggered by the US-launched trade war with China in 2018, conflicts in China-EU economic and trade ties caused by differing ideologies have continued to increase.In recent years, Washington has focused on forming a ""value alliance"" against China, with particular emphasis on containing China in the fields of information technology and emerging technologies.In terms of ideology, the EU is aligned with the US as a natural ally.",Washington,0,0,1,0
blame,conflicts in China-EU economic and trade ties caused by differing ideologies have continued to increase,US,"""Since ""decoupling"" was triggered by the US-launched trade war with China in 2018, conflicts in China-EU economic and trade ties caused by differing ideologies have continued to increase.In recent years, Washington has focused on forming a ""value alliance"" against China, with particular emphasis on containing China in the fields of information technology and emerging technologies.In terms of ideology, the EU is aligned with the US as a natural ally.",US,0,-1,1,0
blame,"has also extended its arms trade embargos against China, citing political issues, to include high-tech sectors",EU,"The EU has also extended its arms trade embargos against China, citing political issues, to include high-tech sectors.Some EU politicians continued to pile up pressure on European companies by hyping up issues such as human rights in Xinjiang.",EU,-1,0,1,0
blame,"continued to pile up pressure on European companies by hyping up issues such as human rights in Xinjiang. As a result, the mistrust between China and the EU has continued to rise",EU politicians,"The EU has also extended its arms trade embargos against China, citing political issues, to include high-tech sectors.Some EU politicians continued to pile up pressure on European companies by hyping up issues such as human rights in Xinjiang.",EU,-1,0,1,0
blame,"will mix human rights, Hong Kong and Xinjiang affairs with economic and trade issues",EU,"China is increasingly concerned that the EU will mix human rights, Hong Kong and Xinjiang affairs with economic and trade issues.",EU,0,0,1,0
blame,will take retaliatory moves against its companies,China,"Europe, on the other hand, is very worried about that China will take retaliatory moves against its companies.",China,1,0,1,0
blame,"EU companies will have to reconsider their future investments in China, their market expansion, the prospect of industrial chain dependence, and look for alternative places for their production against the backdrop of intensified ideological confrontation. Chinese companies and exporters will also have to consider the impact of this trend on their development in Europe",the Russia-Ukraine conflict,"With the continuation of the Russia-Ukraine conflict, EU companies will have to reconsider their future investments in China, their market expansion, the prospect of industrial chain dependence, and look for alternative places for their production against the backdrop of intensified ideological confrontation.",Russia,-1,-1,1,0
blame,have a colonial past in Asia,European countries,"Considering that European countries have a colonial past in Asia, Europe's ideology promotion needs to be more restrained.In the fields of economy and trade, the interests of Europe and the US are not the same, and they are competitive in many fields.",European,1,0,1,0
blame,have a colonial past in Asia,European countries,"Considering that European countries have a colonial past in Asia, Europe's ideology promotion needs to be more restrained.In the fields of economy and trade, the interests of Europe and the US are not the same, and they are competitive in many fields.",Europe,1,0,1,0
blame,"it will be difficult for the EU to truly become a powerful pole in the world. Of course, in that case, China's development will also face more difficulties",If the US-led value alliance dominates the development of global finance and economy,"If the US-led value alliance dominates the development of global finance and economy, it will be difficult for the EU to truly become a powerful pole in the world.",US,1,-1,1,0
blame,pose a serious risk to global food security,the Russia-Ukraine conflict,"Li said that the two standards carry significant weight in ensuring China's grain security, at a time when the Russia-Ukraine conflict and other global factors pose a serious risk to global food security, and China's imports of agricultural products from the US, such as soybeans, are subject to great uncertainty amid geopolitical tensions.",Russia,1,-1,1,0
praise,is investing all efforts in the unblocking of Ukrainian seaports to prevent a global food crisis,Ukraine,"""Ukraine is investing all efforts in the unblocking of Ukrainian seaports to prevent a global food crisis,"" the ministry said in a statement.Ukraine needs effective security guarantees to restore navigation in the Black Sea, including weapons to protect the coastline from threats from the sea and involving third countries' navies to patrol the relevant part of the sea, the ministry said.Ukraine appreciates Turkey's efforts aimed at unblocking Ukrainian ports, the ministry said, adding that no agreement between Ukraine, Turkey and Russia on the issue has been achieved yet.Ukraine has already started supplying grain to the world market by trucks, railway and river transport, the ministry said.The supplies of Ukrainian grain to the global market have been affected in the recent months due to the blockade of Ukrainian ports by the Russian military.In 2021, Ukraine harvested a record crop of grain, legumes and oilseeds totaling more than 106 million tons.",Ukraine,-1,0,0,1
blame,The supplies of Ukrainian grain to the global market have been affected in the recent months,the blockade of Ukrainian ports by the Russian military,"""Ukraine is investing all efforts in the unblocking of Ukrainian seaports to prevent a global food crisis,"" the ministry said in a statement.Ukraine needs effective security guarantees to restore navigation in the Black Sea, including weapons to protect the coastline from threats from the sea and involving third countries' navies to patrol the relevant part of the sea, the ministry said.Ukraine appreciates Turkey's efforts aimed at unblocking Ukrainian ports, the ministry said, adding that no agreement between Ukraine, Turkey and Russia on the issue has been achieved yet.Ukraine has already started supplying grain to the world market by trucks, railway and river transport, the ministry said.The supplies of Ukrainian grain to the global market have been affected in the recent months due to the blockade of Ukrainian ports by the Russian military.In 2021, Ukraine harvested a record crop of grain, legumes and oilseeds totaling more than 106 million tons.",Ukrainian,-1,0,1,0
blame,The supplies of Ukrainian grain to the global market have been affected in the recent months,the blockade of Ukrainian ports by the Russian military,"""Ukraine is investing all efforts in the unblocking of Ukrainian seaports to prevent a global food crisis,"" the ministry said in a statement.Ukraine needs effective security guarantees to restore navigation in the Black Sea, including weapons to protect the coastline from threats from the sea and involving third countries' navies to patrol the relevant part of the sea, the ministry said.Ukraine appreciates Turkey's efforts aimed at unblocking Ukrainian ports, the ministry said, adding that no agreement between Ukraine, Turkey and Russia on the issue has been achieved yet.Ukraine has already started supplying grain to the world market by trucks, railway and river transport, the ministry said.The supplies of Ukrainian grain to the global market have been affected in the recent months due to the blockade of Ukrainian ports by the Russian military.In 2021, Ukraine harvested a record crop of grain, legumes and oilseeds totaling more than 106 million tons.",Russia,-1,-1,1,0
blame,The supplies of Ukrainian grain to the global market have been affected in the recent months,the blockade of Ukrainian ports by the Russian military,"""Ukraine is investing all efforts in the unblocking of Ukrainian seaports to prevent a global food crisis,"" the ministry said in a statement.Ukraine needs effective security guarantees to restore navigation in the Black Sea, including weapons to protect the coastline from threats from the sea and involving third countries' navies to patrol the relevant part of the sea, the ministry said.Ukraine appreciates Turkey's efforts aimed at unblocking Ukrainian ports, the ministry said, adding that no agreement between Ukraine, Turkey and Russia on the issue has been achieved yet.Ukraine has already started supplying grain to the world market by trucks, railway and river transport, the ministry said.The supplies of Ukrainian grain to the global market have been affected in the recent months due to the blockade of Ukrainian ports by the Russian military.In 2021, Ukraine harvested a record crop of grain, legumes and oilseeds totaling more than 106 million tons.",Russian,-1,-1,1,0
praise,"harvested a record crop of grain, legumes and oilseeds totaling more than 106 million tons",Ukraine,"""Ukraine is investing all efforts in the unblocking of Ukrainian seaports to prevent a global food crisis,"" the ministry said in a statement.Ukraine needs effective security guarantees to restore navigation in the Black Sea, including weapons to protect the coastline from threats from the sea and involving third countries' navies to patrol the relevant part of the sea, the ministry said.Ukraine appreciates Turkey's efforts aimed at unblocking Ukrainian ports, the ministry said, adding that no agreement between Ukraine, Turkey and Russia on the issue has been achieved yet.Ukraine has already started supplying grain to the world market by trucks, railway and river transport, the ministry said.The supplies of Ukrainian grain to the global market have been affected in the recent months due to the blockade of Ukrainian ports by the Russian military.In 2021, Ukraine harvested a record crop of grain, legumes and oilseeds totaling more than 106 million tons.",Ukraine,-1,0,0,1
praise,"exported some 10 billion U.S. dollars worth of crops and oilseeds, up 56 percent on an annual basis",Ukraine,"In the first half of the current marketing year, which lasts from July 1, 2021, to June 30, 2022, Ukraine exported some 10 billion U.S. dollars worth of crops and oilseeds, up 56 percent on an annual basis, Interfax-Ukraine news agency reported in late May, citing data from the Ukrainian Agribusiness Club.",Ukraine,1,0,0,1
blame,climbing energy and food prices,the Russia-Ukraine conflict,"Speaking during a US Senate Finance Committee hearing on the same day, US Treasury Secretary Janet Yellen said ""unacceptable"" inflation is not a problem exclusive to the US, while attributing the climbing energy and food prices to the Russia-Ukraine conflict.While inflation may become a global issue, that is no reason for the US to shirk its responsibilities for causing global inflation.",Russia,-1,-1,1,0
blame,its responsibilities for causing global inflation,US,"Speaking during a US Senate Finance Committee hearing on the same day, US Treasury Secretary Janet Yellen said ""unacceptable"" inflation is not a problem exclusive to the US, while attributing the climbing energy and food prices to the Russia-Ukraine conflict.While inflation may become a global issue, that is no reason for the US to shirk its responsibilities for causing global inflation.",US,-1,-1,1,0
blame,"is behind or even caused various crises, including the Russia-Ukraine conflict and the looming food and energy crises",US,"The US is behind or even caused various crises, including the Russia-Ukraine conflict and the looming food and energy crises.",US,-1,0,1,0
blame,excessive monetary ease over the past two years also pushed up prices,US,The US' excessive monetary ease over the past two years also pushed up prices.,US,1,0,1,0
blame,misjudged the inflation situation and was reluctant to take necessary intervention until it is too late and the global inflation is now spiraling out of control,Fed,"Then, the Fed misjudged the inflation situation and was reluctant to take necessary intervention until it is too late and the global inflation is now spiraling out of control.",Fed,-1,-1,1,0
blame,is exporting its own crisis to the rest of the world,US,"In doing so, the US is exporting its own crisis to the rest of the world.",US,-1,0,1,0
blame,will have global consequences,the US' tightening monetary policy,"Since the US dollar is the world's leading reserve currency and the most important currency for settlement, the US' tightening monetary policy will have global consequences.",US,1,0,1,0
blame,use its dollar hegemony to pass its own crisis to the rest of the world,US,"Both quantitative easing and sudden monetary tightening could be ways for the US to use its dollar hegemony to pass its own crisis to the rest of the world.The Fed's shrinking of its balance sheet means that a large amount of dollar assets will inevitably be withdrawn from global markets, thus indirectly transferring the debt and inflation risks to vulnerable economies.",US,-1,-1,1,0
blame,"will further precipitate the risk of capital outflows and currency depreciation in these economies, aggravating their debt risks accordingly",rate hikes in developed countries,"So rate hikes in developed countries will further precipitate the risk of capital outflows and currency depreciation in these economies, aggravating their debt risks accordingly.This week, the European Central Bank is set to strengthen its commitment to prop up vulnerable eurozone countries' debt markets if they are hit by a sell-off as a result of future interest rate increases, the Financial Times reported on Monday.",rate hikes in developed countries,-1,-1,1,0
blame,may risk triggering a global recession,US-led interest rate hikes,"Compared with those eurozone countries, more emerging economies are even more vulnerable, and rising borrowing cost is expected to pose serious challenges to their development.Under such circumstances, the wave of US-led interest rate hikes may risk triggering a global recession.",US,-1,-1,1,0
praise,"With its economic recovery stronger than the other parts of the world,",China,"With its economic recovery stronger than the other parts of the world, China still has sufficient room to adjust its policy tools.",China,1,0,0,1
praise,"doubled down on efforts to stabilize its economy, with a slew of new measures introduced for the trade sector as part of an imperative push to ensure the economy's reasonable growth over the second quarter. The fresh official avowal is envisioned to support the trade sector out of a low ebb",China,"China on Wednesday doubled down on efforts to stabilize its economy, with a slew of new measures introduced for the trade sector as part of an imperative push to ensure the economy's reasonable growth over the second quarter.",China,1,0,0,1
praise,called for ramped-up support for the country's foreign trade and investment,n executive meeting of the State Council,"An executive meeting of the State Council, the country's cabinet, on Wednesday called for ramped-up support for the country's foreign trade and investment.The meeting presided over by Premier Li Keqiang vowed tax rebates in stages within three working days for businesses with sound creditworthiness in export tax rebates, an expansion of imports of high-quality goods and an acceleration in port loading, unloading, transshipment and customs clearance.",the State Council,1,-1,0,1
praise,"vowed tax rebates in stages within three working days for businesses with sound creditworthiness in export tax rebates, an expansion of imports of high-quality goods and an acceleration in port loading, unloading, transshipment and customs clearance",n executive meeting of the State Council,"An executive meeting of the State Council, the country's cabinet, on Wednesday called for ramped-up support for the country's foreign trade and investment.The meeting presided over by Premier Li Keqiang vowed tax rebates in stages within three working days for businesses with sound creditworthiness in export tax rebates, an expansion of imports of high-quality goods and an acceleration in port loading, unloading, transshipment and customs clearance.",the State Council,1,-1,0,1
praise,would be banked on to facilitate trade,Free trade deals such as the Regional Comprehensive Economic Partnership,"Free trade deals such as the Regional Comprehensive Economic Partnership would be banked on to facilitate trade, per the meeting readout published by Xinhua News Agency.Greater policy support The meeting also eyed maintaining global supply chain stability and a phased reduction and exemption of port-related charges, as well as urging the creation of a market-oriented and law-abiding international business environment to lure foreign businesses into the domestic investment.",the Regional Comprehensive Economic Partnership,1,-1,0,1
praise,"is rolling out policies to support trade companies at a time when the sector is facing both unexpected short-term blows, arising from Omicron outbreaks in metropolises like Shenzhen and Shanghai, and challenges on a longer basis, including the influence of Western sanctions against Russia and the Ukraine crisis",China,"China is rolling out policies to support trade companies at a time when the sector is facing both unexpected short-term blows, arising from Omicron outbreaks in metropolises like Shenzhen and Shanghai, and challenges on a longer basis, including the influence of Western sanctions against Russia and the Ukraine crisis, which will exert a negative influence on China's industrial chain stability and in turn affect China's trade supply side, experts said.",China,-1,0,0,1
blame,will exert a negative influence on China's industrial chain stability and in turn affect China's trade supply side,Western sanctions against Russia and the Ukraine crisis,"China is rolling out policies to support trade companies at a time when the sector is facing both unexpected short-term blows, arising from Omicron outbreaks in metropolises like Shenzhen and Shanghai, and challenges on a longer basis, including the influence of Western sanctions against Russia and the Ukraine crisis, which will exert a negative influence on China's industrial chain stability and in turn affect China's trade supply side, experts said.",Russia,-1,-1,1,0
blame,will exert a negative influence on China's industrial chain stability and in turn affect China's trade supply side,Western sanctions against Russia and the Ukraine crisis,"China is rolling out policies to support trade companies at a time when the sector is facing both unexpected short-term blows, arising from Omicron outbreaks in metropolises like Shenzhen and Shanghai, and challenges on a longer basis, including the influence of Western sanctions against Russia and the Ukraine crisis, which will exert a negative influence on China's industrial chain stability and in turn affect China's trade supply side, experts said.",Ukraine,-1,0,1,0
blame,will exert a negative influence on China's industrial chain stability and in turn affect China's trade supply side,Western sanctions against Russia and the Ukraine crisis,"China is rolling out policies to support trade companies at a time when the sector is facing both unexpected short-term blows, arising from Omicron outbreaks in metropolises like Shenzhen and Shanghai, and challenges on a longer basis, including the influence of Western sanctions against Russia and the Ukraine crisis, which will exert a negative influence on China's industrial chain stability and in turn affect China's trade supply side, experts said.",Western,-1,-1,1,0
